STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,07/01/2024,0,",,E",,,,,3.3,",,E",0.9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,08/01/2024,0.2,",,E",,,,,3,",,E",-3.7,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,09/01/2024,0,",,E",,,,,4.8,",,E",-2.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,10/01/2024,0,",,E",,,,,5.5,",,E",-0.4,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,11/01/2024,0,",,E",,,,,5.4,",,E",0.3,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,12/01/2024,0,",,E",,,,,2,",,E",0.9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,13/01/2024,0,",,E",,,,,7.1,",,E",1.4,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,14/01/2024,0,",,E",,,,,4.2,",,E",0.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,15/01/2024,0,",,E",,,,,5.8,",,E",-1.6,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,16/01/2024,0,",,E",,,,,3,",,E",-6.3,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,17/01/2024,0,",,E",,,,,4.3,",,E",-4.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,18/01/2024,0,",,E",,,,,6.5,",,E",-8.3,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,19/01/2024,0,",,E",,,,,10.7,",,E",-7.6,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,20/01/2024,4.8,",,E",,,,,13.2,",,E",-6.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,21/01/2024,10.2,",,E",,,,,10.9,",,E",5.6,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,22/01/2024,2,",,E",,,,,14.1,",,E",8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,23/01/2024,3.8,",,E",,,,,11.8,",,E",5.2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,24/01/2024,0,",,E",,,,,13.9,",,E",9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,25/01/2024,0.8,",,E",,,,,9.7,",,E",4.2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,26/01/2024,0,",,E",,,,,9.3,",,E",3.6,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,27/01/2024,0,",,E",,,,,11.8,",,E",-2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,28/01/2024,0,",,E",,,,,13.3,",,E",1.2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,29/01/2024,0,",,E",,,,,8.3,",,E",7.5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,30/01/2024,0,",,E",,,,,12.1,",,E",5.5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,31/01/2024,0,",,E",,,,,9.9,",,E",2.9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,01/02/2024,0,",,E",,,,,12.3,",,E",1.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,02/02/2024,0.4,",,E",,,,,13.9,",,E",2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,03/02/2024,0,",,E",,,,,13.7,",,E",9.4,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,04/02/2024,0,",,E",,,,,12.4,",,E",10.9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,05/02/2024,0,",,E",,,,,13.7,",,E",9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,06/02/2024,12.6,",,E",,,,,11.5,",,E",9.7,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,07/02/2024,8.6,",,E",,,,,13.1,",,E",5.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,08/02/2024,10.2,",,E",,,,,13.3,",,E",5.5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,09/02/2024,1.4,",,E",,,,,11.5,",,E",9.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,10/02/2024,1.4,",,E",,,,,10.2,",,E",5.3,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,11/02/2024,0.2,",,E",,,,,10.6,",,E",7.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,12/02/2024,0.4,",,E",,,,,13.1,",,E",0.2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,13/02/2024,1,",,E",,,,,14.3,",,E",4,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,14/02/2024,0.2,",,E",,,,,16,",,E",8.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,15/02/2024,14.2,",,E",,,,,11.7,",I,E",11.8,",I,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,16/02/2024,0.2,",,E",,,,,12.6,",,E",7.3,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,17/02/2024,18.2,",,E",,,,,14.6,",,E",4.9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,18/02/2024,0.2,",,E",,,,,12.3,",,E",11.3,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,19/02/2024,0.2,",,E",,,,,13.1,",,E",8.3,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,20/02/2024,3.6,",,E",,,,,13.4,",,E",3.7,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,21/02/2024,5.4,",,E",,,,,7.7,",,E",9.2,",I,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,22/02/2024,6.6,",,E",,,,,8.1,",,E",6.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,23/02/2024,0.2,",,E",,,,,8.2,",,E",3.2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,24/02/2024,0.2,",,E",,,,,9.5,",,E",-1.4,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,25/02/2024,8.4,",,E",,,,,9.4,",,E",-0.9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,26/02/2024,0,",,E",,,,,9.4,",,E",5.2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,27/02/2024,0.4,",,E",,,,,11.6,",,E",-2.2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,28/02/2024,7.4,",,E",,,,,9.9,",,E",1.3,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,29/02/2024,10.2,",,E",,,,,8.7,",,E",7.3,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,01/03/2024,4.2,",,E",,,,,8.1,",,E",2.3,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,02/03/2024,0,",,E",,,,,10.6,",,E",1.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,03/03/2024,0,",,E",,,,,9.4,",,E",-2.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,04/03/2024,10.4,",,E",,,,,11.1,",,E",-1.5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,05/03/2024,0.6,",,E",,,,,12.2,",,E",2.2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,06/03/2024,0,",,E",,,,,12,",,E",-2.4,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,07/03/2024,0,",,E",,,,,11.8,",,E",3.2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,08/03/2024,0.2,",,E",,,,,11.4,",,E",3.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,09/03/2024,2.8,",,E",,,,,10.8,",,E",5.5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,10/03/2024,0,",,E",,,,,11.9,",,E",5.4,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,11/03/2024,7.4,",,E",,,,,14.6,",,E",6.2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,12/03/2024,0.6,",,E",,,,,12.6,",,E",6.3,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,13/03/2024,0.2,",,E",,,,,14.1,",,E",10.6,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,14/03/2024,1.6,",,E",,,,,14.5,",,E",10.3,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,15/03/2024,3.6,",,E",,,,,12.5,",,E",10.5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,16/03/2024,5.4,",,E",,,,,16.2,",,E",0.5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,17/03/2024,0,",,E",,,,,15.5,",,E",7.6,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,18/03/2024,0,",,E",,,,,14.6,",,E",5.3,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,19/03/2024,0.4,",,E",,,,,15.5,",,E",10.4,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,20/03/2024,0,",,E",,,,,14,",,E",10.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,21/03/2024,0,",,E",,,,,12.1,",,E",9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,22/03/2024,1,",,E",,,,,10.3,",,E",8.7,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,23/03/2024,5,",,E",,,,,12.3,",,E",3.9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,24/03/2024,1.4,",,E",,,,,11.6,",,E",5.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,25/03/2024,0,",,E",,,,,12.4,",,E",6.5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,26/03/2024,1.4,",,E",,,,,9.4,",,E",8.2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,27/03/2024,17,",,E",,,,,11.5,",,E",4.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,28/03/2024,11.2,",,E",,,,,13,",,E",1.5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,29/03/2024,1.2,",,E",,,,,13.4,",,E",5.5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,30/03/2024,0.8,",,E",,,,,14.8,",,E",2.9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,31/03/2024,10.2,",,E",,,,,13.5,",,E",4.4,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,01/04/2024,2,",,E",,,,,12.5,",,E",3,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,02/04/2024,8.6,",,E",,,,,13.7,",,E",5.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,03/04/2024,2.4,",,E",,,,,14.5,",,E",9.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,04/04/2024,7.4,",,E",,,,,16.9,",,E",9.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,05/04/2024,0.8,",,E",,,,,16.2,",,E",11.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,06/04/2024,1,",,E",,,,,14.8,",,E",12.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,07/04/2024,0,",,E",,,,,13.9,",,E",10.2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,08/04/2024,1,",,E",,,,,12.6,",,E",10.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,09/04/2024,0,",,E",,,,,14.6,",,E",6.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,10/04/2024,6,",,E",,,,,16.8,",,E",5.5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,11/04/2024,0,",,E",,,,,17.9,",,E",10.5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,12/04/2024,0,",,E",,,,,18.1,",,E",8.7,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,13/04/2024,0,",,E",,,,,13.6,",,E",10.2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,14/04/2024,4,",,E",,,,,11.9,",,E",7,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,15/04/2024,0.6,",,E",,,,,14,",,E",6.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,16/04/2024,1.4,",,E",,,,,11.8,",,E",6.6,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,17/04/2024,0.4,",,E",,,,,13.6,",,E",3.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,18/04/2024,0,",,E",,,,,15.3,",,E",1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,19/04/2024,0,",,E",,,,,13.6,",,E",7.9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,20/04/2024,0,",,E",,,,,13.2,",,E",1.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,21/04/2024,0,",,E",,,,,10.6,",,E",0.9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,22/04/2024,1.8,",,E",,,,,13.7,",,E",2.6,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,23/04/2024,0.2,",,E",,,,,13.4,",,E",6,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,24/04/2024,0,",,E",,,,,11.4,",,E",3.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,25/04/2024,2.4,",,E",,,,,11.4,",,E",2.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,26/04/2024,1.4,",,E",,,,,12,",,E",5.5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,27/04/2024,6.6,",,E",,,,,13.3,",,E",5.9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,28/04/2024,0,",,E",,,,,15,",,E",5.3,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,29/04/2024,0,",,E",,,,,15.9,",,E",4.6,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,30/04/2024,2.4,",,E",,,,,13.3,",,E",10.2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,01/05/2024,28.2,",,E",,,,,11.8,",,E",5.5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,02/05/2024,0.2,",,E",,,,,15.7,",,E",8.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,03/05/2024,0,",,E",,,,,17.2,",,E",8.6,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,04/05/2024,0,",,E",,,,,15.8,",,E",3.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,05/05/2024,0.8,",,E",,,,,17.7,",,E",5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,06/05/2024,3.8,",,E",,,,,20,",,E",4.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,07/05/2024,0,",,E",,,,,20.3,",,E",7.5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,08/05/2024,0,",,E",,,,,23,",,E",7.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,09/05/2024,0,",,E",,,,,22.8,",,E",8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,10/05/2024,0,",,E",,,,,23,",,E",8.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,11/05/2024,0,",,E",,,,,25.1,",,E",9.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,12/05/2024,0,",,E",,,,,16,",,E",12.2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,13/05/2024,15.8,",,E",,,,,17.6,",,E",12.2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,14/05/2024,0,",,E",,,,,16.8,",,E",11.2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,15/05/2024,0,",,E",,,,,18.7,",,E",11.3,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,16/05/2024,11,",,E",,,,,20.3,",,E",7.3,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,17/05/2024,0,",,E",,,,,18.4,",,E",6.5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,18/05/2024,15.6,",,E",,,,,21.6,",,E",7.9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,19/05/2024,0,",,E",,,,,20.5,",,E",9.6,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,20/05/2024,0,",,E",,,,,19.6,",,E",10.4,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,21/05/2024,14,",,E",,,,,18.3,",,E",9.4,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,22/05/2024,0.2,",,E",,,,,15.2,",,E",12.4,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,23/05/2024,0,",,E",,,,,16.4,",,E",10.9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,24/05/2024,0,",,E",,,,,18.5,",,E",8.7,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,25/05/2024,7.8,",,E",,,,,18.3,",,E",6.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,26/05/2024,26.6,",,E",,,,,16.1,",,E",11.9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,27/05/2024,9.8,",,E",,,,,17.2,",,E",8.9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,28/05/2024,1.2,",,E",,,,,18.5,",,E",11.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,29/05/2024,1.2,",,E",,,,,17,",,E",12.6,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,30/05/2024,0,",,E",,,,,19.3,",,E",9.9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,31/05/2024,0,",,E",,,,,19.1,",,E",9.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,01/06/2024,0,",,E",,,,,21.9,",,E",7,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,02/06/2024,0,",,E",,,,,20.9,",,E",7.4,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,03/06/2024,0,",,E",,,,,17.4,",,E",8.9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,04/06/2024,0.8,",,E",,,,,16.4,",,E",11,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,05/06/2024,0,",,E",,,,,17.6,",,E",4.2,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,06/06/2024,0,",,E",,,,,18.6,",,E",7.4,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,07/06/2024,0,",,E",,,,,18.7,",,E",4.9,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,08/06/2024,0,",,E",,,,,17.5,",,E",10.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,09/06/2024,4,",,E",,,,,17.6,",,E",3.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,10/06/2024,0,",,E",,,,,16.8,",,E",11,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,11/06/2024,0,",,E",,,,,16.7,",,E",4.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,12/06/2024,0,",,E",,,,,15.8,",,E",4.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,13/06/2024,1.2,",,E",,,,,17.2,",,E",5.6,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,14/06/2024,4.4,",,E",,,,,17.8,",,E",11.3,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,15/06/2024,0,",,E",,,,,18.5,",,E",7.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,16/06/2024,1,",,E",,,,,20.6,",,E",10.6,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,17/06/2024,0,",,E",,,,,21,",,E",6,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,18/06/2024,0,",,E",,,,,21.3,",,E",7.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,19/06/2024,0,",,E",,,,,22.9,",,E",7.5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,20/06/2024,0,",,E",,,,,21.4,",,E",8.7,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,21/06/2024,0.8,",,E",,,,,19.8,",,E",8.4,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,22/06/2024,0,",,E",,,,,20.2,",,E",13.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,23/06/2024,0,",,E",,,,,21.4,",,E",9.5,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,24/06/2024,0,",,E",,,,,26.1,",,E",13,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,25/06/2024,0,",,E",,,,,26.7,",,E",12.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,26/06/2024,0,",,E",,,,,22,",,E",13.8,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,27/06/2024,0,",,E",,,,,19.1,",,E",14.4,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,28/06/2024,0,",,E",,,,,22.8,",,E",11.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,29/06/2024,0.8,",,E",,,,,18.4,",,E",7.1,",,E"
UKE00107962,"YEOVILTON, UK",51.0058,-2.64,20,30/06/2024,0,",,E",,,,,,,12.7,",,E"
UKW00035047,"MANSTON, ENG UK",51.342222,1.346111,54.3,01/01/2024,3.8,",,S",,,8,"H,,S",,,6.3,",,S"
